sense_1,sense_2,mark,lang,features_1,features_2,sim_feature,pos_1,pos_2,sim_pos,fuzz,cosine
['порицание'],['порицать'],0,rus,['ВЫСКАЗАТЬ МНЕНИЕ'],['ВЫСКАЗАТЬ МНЕНИЕ'],1,NOUN,INFN,False,0.0,0.812859058380127
['трудная задача'],['трудный вопрос'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7653752565383911
['прийти приходить куда либо'],['подходить подойти приблизиться к кому чему либо'],0,rus,[],[],0,ADVB,ADVB,True,0.0,0.6225138902664185
['спокойный мирный кроткий незлобивый'],['мирный миролюбивый'],0,rus,[],[],0,ADJF,ADJF,True,0.0,0.6806582808494568
['наклонный'],['отлогий'],0,rus,"['РАСПОЛОЖЕНИЕ, ПОРЯДОК РАЗМЕЩЕНИЯ']","['НЕБОЛЬШОЙ, МАЛЫЙ', 'НАКЛОННОЕ РАСПОЛОЖЕНИЕ']",0,ADJF,ADJF,True,0.0,0.33509624004364014
['Относящийся к ранним стадиям развития человеческого общества первобытный'],['Простейший несложный по устройству выполнению и Примитивная техника'],0,rus,[],[],0,ADJF,NOUN,False,0.0,0.17332148551940918
['от с оплаченным ответом'],['от связи с общественностью информация и реклама маркетинг'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.15145203471183777
[' Простите извините'],['в пардо н обычно в сочетании глаг'],0,rus,[],[],0,VERB,NOUN,False,0.0,0.06703854352235794
['Разорвать надвое'],['Разъединить разобщить нарушить сообщение связь и прервать'],0,rus,[],[],0,ADVB,INFN,False,0.0,0.20259228348731995
['разорвать порвать изорвать прорвать'],['драть снимать снять'],0,rus,[],[],0,INFN,INFN,True,0.0,0.5477918386459351
['греметь погреметь прогреметь'],['грохотать прогрохотать ухать ухнуть прокатываться прокатиться громыхать громыхнуть бухать бухнуть'],0,rus,[],[],0,INFN,INFN,True,0.0,0.2257043421268463
['доля наследства наследственная доля'],['унаследованное качество'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.4456356167793274
['доля наследства наследственная доля'],['унаследованное качество'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.4456356167793274
['нагруженный'],['отяжелевший'],0,rus,[],[],0,PRTF,PRTF,True,0.0,0.6620334982872009
['габарит проезда'],['габарит моста над наивысшим судоходным горизонтом воды'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.14553801715373993
['ступать осторожно'],['действовать осмотрительно'],0,rus,[],"['ПРЕДОХРАНИТЬ (ЗАРАНЕЕ ОХРАНИТЬ, ОБЕРЕЧЬ)']",0,ADJS,ADJS,True,0.0,0.6585054397583008
['выпуклый шов'],['выступающий шов'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.788487434387207
['босой человек'],['босяк босячка'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.5854604244232178
['успокоить'],['унять'],0,rus,"['ПРИНУДИТЬ, ЗАСТАВИТЬ', 'УМЕРИТЬ', 'ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)', 'ИЗМЕНИТЬ СОСТОЯНИЕ']","['ПРИНУДИТЬ, ЗАСТАВИТЬ', 'ОСТАНОВИТЬ ДВИЖЕНИЕ']",1,INFN,INFN,True,0.0,0.7066295742988586
['желе из миндального масла с сахаром'],['белок миндаля'],0,rus,[],[],0,NOUN,GRND,False,0.0,0.3838709592819214
['невыносимая беда тяжёлое горе'],['плохие новости'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.2850266993045807
['банк'],['карт банк'],0,rus,"['АЗАРТНЫЕ ИГРЫ', 'ЭКОНОМИКА', 'ДЕНЬГИ', 'ФИЛОЛОГИЯ', 'ДЕНЕЖНАЯ НАЛИЧНОСТЬ', 'КРЕДИТНАЯ ОРГАНИЗАЦИЯ', 'БАНКОВСКАЯ СИСТЕМА', 'СОБРАНИЕ (СОВОКУПНОСТЬ СОБРАННОГО)', 'ФИНАНСОВАЯ СФЕРА', 'ИГРА (РАЗВЛЕЧЕНИЕ)']",[],0,NOUN,NOUN,True,0.0,0.7738518714904785
['банк'],['банк'],0,rus,"['АЗАРТНЫЕ ИГРЫ', 'ЭКОНОМИКА', 'ДЕНЬГИ', 'ФИЛОЛОГИЯ', 'ДЕНЕЖНАЯ НАЛИЧНОСТЬ', 'КРЕДИТНАЯ ОРГАНИЗАЦИЯ', 'БАНКОВСКАЯ СИСТЕМА', 'СОБРАНИЕ (СОВОКУПНОСТЬ СОБРАННОГО)', 'ФИНАНСОВАЯ СФЕРА', 'ИГРА (РАЗВЛЕЧЕНИЕ)']","['АЗАРТНЫЕ ИГРЫ', 'ЭКОНОМИКА', 'ДЕНЬГИ', 'ФИЛОЛОГИЯ', 'ДЕНЕЖНАЯ НАЛИЧНОСТЬ', 'КРЕДИТНАЯ ОРГАНИЗАЦИЯ', 'БАНКОВСКАЯ СИСТЕМА', 'СОБРАНИЕ (СОВОКУПНОСТЬ СОБРАННОГО)', 'ФИНАНСОВАЯ СФЕРА', 'ИГРА (РАЗВЛЕЧЕНИЕ)']",1,NOUN,NOUN,True,100.0,1.0
['декламировать'],['выразительно читать декламировать'],0,rus,['ЧИТАТЬ (ИСПОЛНЯТЬ)'],[],0,INFN,INFN,True,0.0,0.4641287624835968
['мастер по гипсованию'],['штукатур'],0,rus,[],"['МАСТЕР-ОТДЕЛОЧНИК', 'СТРОИТЕЛЬСТВО (ОТРАСЛЬ)', 'ПРОМЫШЛЕННОСТЬ']",0,NOUN,NOUN,True,0.0,0.39043837785720825
['настигать нагонять догонять достигать доходить'],['успевать поспевать'],0,rus,[],[],0,INFN,INFN,True,0.0,0.4067053198814392
['тревога'],[' беспокойство'],0,rus,"['СИГНАЛ (УСЛОВНЫЙ ЗНАК)', 'ЧУВСТВО, ЭМОЦИЯ', 'ВОЛНЕНИЕ (ЧУВСТВО)']","['ЧУВСТВО, ЭМОЦИЯ', 'ВОЛНЕНИЕ (ЧУВСТВО)']",1,NOUN,NOUN,True,0.0,0.6916922926902771
['приходить подходить идти'],['переходить в другое состояние фазу'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.3573734760284424
['общественный труд коллективный труд'],['продукция коллектива коллективное произведение'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.4087561368942261
['цвести'],['цвести находиться в поре расцвета'],0,rus,"['СУЩЕСТВОВАТЬ, БЫТЬ, ИМЕТЬ', 'БОТАНИКА', 'РАСПУСКАНИЕ ПОЧЕК', 'ЗАРАСТИ РАСТИТЕЛЬНОСТЬЮ', 'ПОКРЫТЬ НА ПОВЕРХНОСТИ']",[],0,INFN,NOUN,False,0.0,0.6873700022697449
['Очень худой исхудалый'],['малым недостаточным содержанием необходимых полезных веществ'],0,rus,[],[],0,ADJF,NOUN,False,0.0,0.2728435695171356
['заниматься земледелием возделывать'],['выращивать разводить'],0,rus,[],[],0,INFN,INFN,True,0.0,0.5153957009315491
['корреспондент ка'],['агент представитель ница фирмы'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.3774641156196594
['кручение крутка'],['завихрение закрутка'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.6357476711273193
['выгонять вытеснять устранять'],['выселять'],0,rus,[],"['ПЕРЕСЕЛИТЬ', 'ГНАТЬ, ВЫГОНЯТЬ']",0,INFN,INFN,True,0.0,0.5141307711601257
['Умнеть поумнеть'],['Присмиреть'],0,rus,[],['УСПОКОИТЬ (СТАТЬ СПОКОЙНЫМ)'],0,INFN,INFN,True,0.0,0.5192722678184509
['единичное производство'],['индивидуальное производство'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.8706193566322327
['храбрый отважный доблестный'],['героический'],0,rus,[],"['ЧЕРТА ХАРАКТЕРА', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ', 'САМООТВЕРЖЕННЫЙ']",0,ADJF,ADJF,True,0.0,0.3822895884513855
['луч света'],['луч лучевой'],0,rus,[],[],0,NOUN,ADJF,False,0.0,0.8327968120574951
['рассыльный'],['курьер'],0,rus,"['ПРИНУДИТЬ, ЗАСТАВИТЬ']","['ДОСТАВЩИК (РАБОТНИК)', 'ПОСЫЛЬНЫЙ (РАБОТНИК)']",0,ADJF,NOUN,False,0.0,0.3287496268749237
['экзотика'],['экзотичность'],0,rus,['СТРАННЫЙ'],['СТРАННЫЙ'],1,NOUN,NOUN,True,0.0,0.843521237373352
['пустое место свободное пространство'],['пробел недостаток'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.3626696765422821
['петля дверная'],['задвижка'],0,rus,[],"['ЗАПОР, ЗАПОРНОЕ УСТРОЙСТВО']",0,ADJF,NOUN,False,0.0,0.5077503323554993
['остриё'],['лезвие ножа'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.40374478697776794
['рабочий мастер по изготовлению кафеля'],['мастер по укладке кафеля'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7758640646934509
['увернуться выкрутиться отбояриться'],['отделаться'],0,rus,[],"['ЧУВСТВО, ЭМОЦИЯ', 'ИЗБАВИТЬ', 'УКЛОНИТЬ (ОТКАЗАТЬ)', 'ПЕРЕЖИТЬ, ИСПЫТАТЬ']",0,INFN,INFN,True,0.0,0.5490044951438904
['всовывать'],['подсовывать'],0,rus,"['ДАТЬ, ВРУЧИТЬ', 'ВЫНУДИТЬ (ЗАСТАВИТЬ, ПРИНУДИТЬ)']","['СОВАТЬ (ПОМЕЩАТЬ С ТРУДОМ ИЛИ НЕЗАМЕТНО)', 'ПОДЛОЖИТЬ, ПОДБРОСИТЬ', 'ПОДЛОЖИТЬ (ПОЛОЖИТЬ ПОДО ЧТО-Л.)']",0,INFN,INFN,True,0.0,0.9267752766609192
['нагрев'],['топка'],0,rus,['ПОВЫСИТЬ (УВЕЛИЧИТЬ)'],"['ПЕЧЬ ДЛЯ НАГРЕВАНИЯ', 'ПОЛОСТЬ, ПОЛОЕ ПРОСТРАНСТВО', 'НАГРЕТЬ, ПОВЫСИТЬ ТЕМПЕРАТУРУ', 'ОБОГРЕТЬ (СОГРЕТЬ)']",0,NOUN,NOUN,True,0.0,0.3738292455673218
['немой'],['онемевший потерявший дар речи изумленный пораженный'],0,rus,"['СВОЙСТВО, ХАРАКТЕРИСТИКА', 'ЧЕЛОВЕК']",[],0,ADJF,ADJF,True,0.0,0.16425752639770508
['Регулируемый воздухообмен в помещении'],['Устройство или система устройств для проветривания помещения'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.4476769268512726
['вскипать закипать'],['забурлить'],0,rus,[],"['РОКОТАТЬ', 'ПРОИЗОЙТИ, СЛУЧИТЬ']",0,INFN,INFN,True,0.0,0.6079493165016174
['божий суд'],['божья кара возмездие небес'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.42809295654296875
['делить распределять'],['делить на части распределять'],0,rus,[],[],0,INFN,INFN,True,0.0,0.9313326478004456
['Корабельный груз'],['Фрахт'],0,rus,[],"['ПЛАТИТЬ (ОТДАВАТЬ ДЕНЬГИ)', 'ФИЛОЛОГИЯ', 'ДЕНЕЖНАЯ НАЛИЧНОСТЬ', 'АРЕНДА ТРАНСПОРТНОГО СРЕДСТВА', 'ЭКОНОМИКА', 'АРЕНДНАЯ ПЛАТА', 'ФИНАНСОВАЯ СФЕРА']",0,NOUN,NOUN,True,0.0,0.18790178000926971
['позвать призвать'],['подозвать'],0,rus,[],"['ЗВАТЬ, ПОЗВАТЬ']",0,INFN,INFN,True,0.0,0.8426913619041443
['ПРЕДСТАВАТЬ предстать где чему перед кем стать явиться'],['предстатель ходатай и заступник застоя старшина голова большак настоятель обители общины'],0,rus,[],[],0,INFN,NOUN,False,0.0,0.19453290104866028
['выдвижение'],['прогресс'],0,rus,"['ПРЕДЛОЖИТЬ, ВНЕСТИ ПРЕДЛОЖЕНИЕ', 'ВЫСКАЗАТЬ', 'ПОМЕСТИТЬ, НАЙТИ МЕСТО', 'ОТПРАВИТЬ В ПУТЬ', 'РЕКОМЕНДОВАТЬ, ДАВАТЬ РЕКОМЕНДАЦИЮ', 'ДВИГАТЬ (ПЕРЕМЕЩАТЬ)']","['УЛУЧШЕНИЕ', 'РАЗВИТИЕ']",0,NOUN,NOUN,True,0.0,0.4658273160457611
['скользнуть'],['соскользнуть'],0,rus,"['МЕЛЬКАТЬ ПЕРЕД ГЛАЗАМИ', 'ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ', 'ПРОЙТИ МИМО']","['ОТКЛОНИТЬ ОТ ТЕМЫ, ЗАНЯТИЯ', 'ПАДАТЬ (ДВИГАТЬ ВНИЗ)']",0,INFN,INFN,True,0.0,0.9502625465393066
['удавиться задушиться'],['задыхаться задохнуться'],0,rus,[],[],0,INFN,INFN,True,0.0,0.5020645260810852
['м человек'],['люди народ'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.6728889346122742
['пьяный нетрезвый хмельной'],['пьяный опьянённый от чего чем'],0,rus,[],[],0,ADJF,NOUN,False,0.0,0.6295314431190491
['логический'],['логические схемы логическое устройство логическая часть'],0,rus,"['ЗАКОНОМЕРНЫЙ (ОТВЕЧАЮЩИЙ ЗАКОНАМ)', 'НАУКА']",[],0,ADJF,NOUN,False,0.0,0.7080923318862915
['питомник кошек заводчик кошек'],['приют для бездомных кошек'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.5593973994255066
['зоология'],['зоологический относящийся к зоологии'],0,rus,"['БИОЛОГИЯ', 'НАУКА', 'ЗООЛОГИЯ']",[],0,NOUN,NOUN,True,0.0,0.8459522128105164
['МЛЕКО молоко питательная жидкость в грудях и вымени матерей у молочных млекопитающих животных и у людей для кормления детенышей'],['дойница большой молочный горшок'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.2041931301355362
['хромолитография многокрасочная литография'],['хромолитография многокрасочная литография'],0,rus,[],[],0,NOUN,NOUN,True,100.0,1.0
['причинение нанесение увечья истязание'],['увечье'],0,rus,[],"['КАЛЕКА', 'ТЕЛЕСНОЕ ПОВРЕЖДЕНИЕ', 'СОЦИАЛЬНАЯ ЗАЩИТА', 'ПОВРЕЖДЕНИЕ ЗДОРОВЬЯ', 'ФИЗИЧЕСКИЙ НЕДОСТАТОК']",0,NOUN,NOUN,True,0.0,0.3707447648048401
['в синтаксисе'],['перед прилагательным часто с последующим указывает на усиление признака'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.21241119503974915
['смешной'],['вызывающий смех'],0,rus,"['НЕЛЕПЫЙ', 'СВОЙСТВО, ХАРАКТЕРИСТИКА']",[],0,ADJF,NOUN,False,0.0,0.7770564556121826
['путать запутывать'],['мешать препятствовать'],0,rus,[],[],0,INFN,INFN,True,0.0,0.6848613619804382
['печать'],['след отпечаток печать знак признак'],0,rus,"['ИНФОРМАЦИОННАЯ ПРОДУКЦИЯ', 'ВОСПРОИЗВЕСТИ (ВОССОЗДАТЬ, ПОВТОРИТЬ В КОПИИ)', 'ФИЛОЛОГИЯ', 'СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ', 'ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ', 'ПРЕДМЕТ, ВЕЩЬ', 'ПРОДУКТ ТРУДА', 'ИЗДАТЕЛЬСКАЯ ДЕЯТЕЛЬНОСТЬ', 'ЗНАК, ОБОЗНАЧЕНИЕ', 'РАЗМНОЖИТЬ (УВЕЛИЧИТЬ В ЧИСЛЕ, КОЛИЧЕСТВЕ)', 'СВОЙСТВО, ХАРАКТЕРИСТИКА', 'ОТПЕЧАТОК ОТ НАДАВЛИВАНИЯ']",[],0,NOUN,NOUN,True,0.0,0.5221059322357178
['оставаться без применения оставаться безработы стать безработным'],['портиться приходить в неисправность выходить из строя о машине сбиться с курса о корабле'],0,rus,[],[],0,ADJF,NOUN,False,0.0,0.19149437546730042
['снова обсуждать возвращаться к предмету разговора спора'],['брать обратно'],0,rus,[],[],0,NOUN,ADVB,False,0.0,0.36169034242630005
['житель обитатель'],['жилец'],0,rus,[],['ЖИТЕЛЬ'],0,NOUN,NOUN,True,0.0,0.7070299386978149
['высший верховный'],['высший наивысший'],0,rus,[],[],0,ADJF,PRTF,False,0.0,0.8746567368507385
['управлять лошадьми править колесницей'],['ездить верхом'],0,rus,[],"['ЕХАТЬ, ДВИГАТЬ ПРИ ПОМОЩИ СРЕДСТВ ПЕРЕДВИЖЕНИЯ']",0,NOUN,ADJF,False,0.0,0.5559360384941101
['управлять лошадьми править колесницей'],['объезжать лошадь'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7414270639419556
['низкого происхождения из непривилегированного сословия'],['простолюдин'],0,rus,[],"['СОЦИАЛЬНЫЙ СЛОЙ', 'НАСЕЛЕНИЕ']",0,NOUN,NOUN,True,0.0,0.22304464876651764
['колебать'],['колебаться'],0,rus,"['ПЕРЕМЕСТИТЬ', 'РАССТРОИТЬ, ВНЕСТИ РАССТРОЙСТВО', 'ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)', 'ПРИЧИНЕНИЕ ВРЕДА']","['ИЗМЕНИТЬ, ИЗМЕНЕНИЕ', 'СЛАБЕТЬ, ТЕРЯТЬ СИЛУ', 'ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ', 'ПОВРЕДИТЬ, ПРИЙТИ В НЕИСПРАВНОСТЬ', 'ЧУВСТВО, ЭМОЦИЯ', 'СОМНЕВАТЬ']",0,INFN,INFN,True,0.0,0.9568789601325989
['бокс'],['корпус'],0,rus,"['ОТДЕЛЕНИЕ (ПОМЕЩЕНИЕ)', 'ВИД СПОРТА', 'ИЗОЛЯТОР (ПОМЕЩЕНИЕ)', 'БОКС', 'БОЛЬНИЦА', 'БОЛЬНИЧНАЯ ПАЛАТА', 'СПОРТ', 'ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ', 'СТРИЖКА (ПРИЧЕСКА)', 'МЕДИЦИНА']","['ВОЙСКОВОЕ СОЕДИНЕНИЕ', 'КОМПЛЕКС СООРУЖЕНИЙ', 'ОБОЛОЧКА', 'ЧАСТЬ ТЕЛА', 'ЗДАНИЕ', 'БИОЛОГИЯ', 'ИЗДЕЛИЕ', 'ВОЕННАЯ СЛУЖБА', 'ОБОРОНА ГОСУДАРСТВА', 'ГРУППА ЛЮДЕЙ', 'ЗООЛОГИЯ']",0,NOUN,NOUN,True,0.0,0.44331735372543335
['Черпак ковш для вина'],['Шланг для переливания вина'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.6984261870384216
['пробный оттиск'],['образец подписи'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.39590442180633545
